order_id,customer_id,order_date,product_category,product_name,quantity,unit_price,discount_percent,subtotal,shipping_cost,tax_amount,total_amount,payment_method,order_status,shipping_method,order_channel,coupon_code,estimated_delivery_days,customer_rating,return_reason
3623328,530251,2025-05-03,Books,Self-Help Guide,1,15.36,15,13.06,27.99,1.08,42.13,Credit Card,Delivered,Next-Day,Mobile App,FREESHIP,1,3.0,
2648733,764665,2025-05-03,Clothing,Rain Jacket,1,106.84,0,106.84,0.0,6.41,113.25,Credit Card,Delivered,Standard,Website,,7,5.0,
3107560,711151,2025-05-03,Beauty & Personal Care,Perfume,1,30.93,0,30.93,5.99,4.95,41.87,Credit Card,Returned,Standard,Website,,7,,Arrived Late
9019517,373292,2025-05-04,Books,Poetry Collection,5,17.0,0,85.0,12.99,7.01,105.0,Credit Card,Delivered,Express,Mobile App,,3,4.0,
8674988,396871,2025-05-04,Sports & Outdoors,Adjustable Dumbbell Set,1,208.91,0,208.91,0.0,12.53,221.44,Credit Card,Cancelled,Standard,Website,,7,,
3724373,716918,2025-05-04,Clothing,Men's Denim Jacket,1,65.24,0,65.24,27.99,3.91,97.14,Credit Card,Delivered,Next-Day,Mobile App,,1,,
6380277,467924,2025-05-04,Electronics,Portable Charger,1,307.0,0,307.0,0.0,19.19,326.19,PayPal,Cancelled,Free Pickup,Website,,0,,
8546171,799198,2025-05-04,Beauty & Personal Care,Sunscreen SPF50,1,57.84,0,57.84,14.99,7.52,80.35,Debit Card,Delivered,Express,Mobile App,,3,,
2036530,139108,2025-05-04,Books,Children's Picture Book,1,28.44,0,28.44,27.99,2.35,58.78,PayPal,Delivered,Next-Day,Website,,1,5.0,
3876282,384136,2025-05-04,Clothing,Wool Sweater,2,41.56,0,83.12,12.99,6.65,102.76,Gift Card,Shipped,Express,Website,,3,,
8003758,802647,2025-05-04,Grocery,Extra Virgin Olive Oil,2,23.34,0,46.68,0.0,2.92,49.6,Credit Card,Delivered,Free Pickup,Mobile App,,0,,
9513819,205361,2025-05-04,Beauty & Personal Care,Skincare Gift Set,2,37.75,0,75.5,0.0,15.1,90.6,PayPal,Returned,Free Pickup,Website,,0,,Arrived Late
4772895,757288,2025-05-04,Toys & Games,Action Figure,4,31.35,0,125.4,12.99,10.35,148.74,Debit Card,Delivered,Express,Website,,3,5.0,
5542836,530251,2025-05-05,Grocery,Pasta Variety Pack,1,11.68,0,11.68,5.99,0.73,18.4,Credit Card,Delivered,Standard,Marketplace,,7,5.0,
8264685,916996,2025-05-05,Clothing,Slim Fit Jeans,2,104.78,0,209.56,24.99,12.57,247.12,PayPal,Delivered,Next-Day,Marketplace,,1,,
7776725,591396,2025-05-05,Grocery,Extra Virgin Olive Oil,6,19.76,0,118.56,0.0,7.41,125.97,Debit Card,Returned,Standard,Website,,7,,Arrived Late
4768641,650758,2025-05-05,Books,Children's Picture Book,1,15.03,25,11.27,5.99,0.68,17.94,Credit Card,Cancelled,Standard,Website,HOLIDAY25,7,,
4941265,905920,2025-05-05,Sports & Outdoors,Adjustable Dumbbell Set,1,106.72,0,106.72,12.99,6.94,126.65,Gift Card,Delivered,Express,Website,,3,4.0,
9010856,533723,2025-05-06,Electronics,Smartphone Case,1,408.23,0,408.23,24.99,33.68,466.9,Credit Card,Delivered,Next-Day,Website,,1,,
8105169,371186,2025-05-06,Clothing,Summer Dress,1,35.74,0,35.74,5.99,2.23,43.96,PayPal,Delivered,Standard,Website,,7,4.0,
2168878,216808,2025-05-06,Pet Supplies,Pet Grooming Brush,1,43.31,0,43.31,5.99,2.6,51.9,Apple Pay,Delivered,Standard,Mobile App,,7,,
2759691,519251,2025-05-06,Electronics,Smartphone Case,3,382.5,0,1147.5,12.99,68.85,1229.34,PayPal,Delivered,Express,Website,,3,,
5331462,598248,2025-05-06,Books,Graphic Novel,5,7.94,0,39.7,5.99,2.48,48.17,Debit Card,Delivered,Standard,Website,,7,4.0,
7202486,279683,2025-05-06,Clothing,Men's Denim Jacket,1,93.01,0,93.01,12.99,5.58,111.58,Debit Card,Delivered,Express,Mobile App,,3,,
4249633,764214,2025-05-06,Clothing,Baseball Cap,3,67.51,0,202.53,12.99,16.71,232.23,Credit Card,Delivered,Express,Website,,3,,
8085604,971490,2025-05-06,Electronics,4K Smart TV,1,356.17,0,356.17,12.99,28.49,397.65,PayPal,Returned,Express,Website,,3,,Arrived Late
1547384,664785,2025-05-06,Beauty & Personal Care,Vitamin C Serum,3,26.2,0,78.6,0.0,6.29,84.89,Apple Pay,Delivered,Standard,Website,,7,,
8351656,386699,2025-05-06,Books,Poetry Collection,1,16.36,0,16.36,14.99,0.98,32.33,Google Pay,Delivered,Express,Website,,3,,
6039198,807527,2025-05-06,Office Supplies,Stapler,1,127.06,5,120.71,0.0,7.54,128.25,Gift Card,Delivered,Standard,Website,VIP15,7,4.0,
2702572,762495,2025-05-07,Books,Poetry Collection,5,35.39,0,176.95,0.0,10.62,187.57,Google Pay,Delivered,Standard,Mobile App,,7,2.0,
8007071,182833,2025-05-07,Electronics,Wireless Earbuds,1,925.26,0,925.26,12.99,55.52,993.77,PayPal,Delivered,Express,Mobile App,,3,,
1209334,801962,2025-05-07,Grocery,Granola Cereal,3,15.51,0,46.53,0.0,6.05,52.58,Gift Card,Returned,Free Pickup,Marketplace,,0,,Changed Mind
3343412,697772,2025-05-07,Electronics,Wireless Mouse,3,115.88,0,347.64,0.0,20.86,368.5,PayPal,Delivered,Standard,Website,,7,2.0,
1449215,206604,2025-05-07,Beauty & Personal Care,Shampoo & Conditioner Set,3,40.12,0,120.36,0.0,9.63,129.99,Credit Card,Cancelled,Standard,Website,,7,,
1232177,225902,2025-05-07,Toys & Games,Board Game Classic,1,23.38,0,23.38,14.99,1.4,39.77,Apple Pay,Returned,Express,Website,,3,,Changed Mind
1412632,543559,2025-05-07,Beauty & Personal Care,Sunscreen SPF50,1,10.48,5,9.96,14.99,0.62,25.57,PayPal,Delivered,Express,Website,FLASH30,3,,
3440786,929407,2025-05-07,Beauty & Personal Care,Electric Razor,2,54.18,0,108.36,24.99,7.04,140.39,Debit Card,Delivered,Next-Day,Website,,1,,
5069174,523989,2025-05-07,Toys & Games,Board Game Classic,1,14.12,0,14.12,14.99,1.84,30.95,PayPal,Delivered,Express,Marketplace,,3,3.0,
4732745,175936,2025-05-07,Grocery,Sparkling Water Case,3,26.17,0,78.51,0.0,6.28,84.79,PayPal,Delivered,Standard,Marketplace,,7,4.0,
6185447,773540,2025-05-08,Clothing,Running Shoes,3,57.6,5,164.16,0.0,21.34,185.5,Debit Card,Delivered,Free Pickup,Website,FLASH30,0,,
2525142,374219,2025-05-08,Home & Kitchen,LED Desk Lamp,1,144.05,0,144.05,0.0,28.81,172.86,Credit Card,Delivered,Free Pickup,Mobile App,,0,,
9808690,434006,2025-05-08,Home & Kitchen,Vacuum Cleaner,1,198.79,0,198.79,12.99,0.0,211.78,Google Pay,Returned,Express,Website,,3,,Wrong Size
7598842,691898,2025-05-08,Sports & Outdoors,Adjustable Dumbbell Set,1,56.73,0,56.73,5.99,3.4,66.12,PayPal,Delivered,Standard,Website,,7,4.0,
6522282,215176,2025-05-08,Home & Kitchen,Memory Foam Pillow,1,62.16,0,62.16,5.99,5.13,73.28,Credit Card,Returned,Standard,Website,,7,,Wrong Size
1729131,823673,2025-05-08,Beauty & Personal Care,Facial Moisturizer,8,30.06,0,240.48,12.99,38.48,291.95,Credit Card,Cancelled,Express,Website,,3,,
8190664,181067,2025-05-09,Clothing,Winter Parka,3,25.31,0,75.93,0.0,4.56,80.49,Credit Card,Delivered,Standard,Website,,7,5.0,
9707420,953629,2025-05-09,Beauty & Personal Care,Electric Toothbrush,1,44.37,0,44.37,14.99,2.66,62.02,PayPal,Delivered,Express,Website,,3,5.0,
4871574,724434,2025-05-09,Toys & Games,Card Game Deck,2,39.81,0,79.62,0.0,7.96,87.58,PayPal,Cancelled,Free Pickup,Mobile App,,0,,
8323877,815371,2025-05-09,Clothing,Women's Yoga Pants,2,19.35,0,38.7,5.99,2.42,47.11,Credit Card,Delivered,Standard,Mobile App,,7,4.0,
1539123,206604,2025-05-09,Home & Kitchen,Vacuum Cleaner,1,175.82,30,123.07,0.0,7.69,130.76,PayPal,Delivered,Standard,Website,SUMMER10,7,4.0,
7845947,185715,2025-05-09,Home & Kitchen,Air Fryer,3,104.61,0,313.83,12.99,50.21,377.03,Credit Card,Delivered,Express,Marketplace,,3,5.0,
9206482,180236,2025-05-09,Electronics,Noise-Cancelling Headphones,1,172.49,0,172.49,12.99,10.35,195.83,PayPal,Delivered,Express,Website,,3,,
1258649,442609,2025-05-09,Toys & Games,Outdoor Water Blaster,3,30.13,0,90.39,0.0,18.08,108.47,Credit Card,Returned,Standard,Marketplace,,7,,Not as Described
5992270,367081,2025-05-09,Clothing,Men's Denim Jacket,1,37.27,0,37.27,5.99,2.24,45.5,Debit Card,Cancelled,Standard,Mobile App,,7,,
4615657,207727,2025-05-09,Sports & Outdoors,Fitness Tracker Watch,1,215.16,0,215.16,0.0,40.88,256.04,Google Pay,Delivered,Free Pickup,Marketplace,,0,4.0,
7624467,181380,2025-05-10,Grocery,Dark Chocolate Bar,4,20.74,0,82.96,0.0,5.18,88.14,Credit Card,Delivered,Standard,Mobile App,,7,5.0,
8284549,903532,2025-05-10,Sports & Outdoors,Hiking Backpack,1,192.93,0,192.93,0.0,19.29,212.22,Credit Card,Delivered,Standard,Marketplace,,7,,
9972062,384588,2025-05-10,Clothing,Women's Yoga Pants,3,38.15,15,97.28,0.0,8.03,105.31,Apple Pay,Processing,Free Pickup,Mobile App,VIP15,0,,
8864252,826264,2025-05-10,Grocery,Dark Chocolate Bar,5,12.17,0,60.85,14.99,5.02,80.86,Debit Card,Delivered,Express,Website,,3,3.0,
5119724,588665,2025-05-10,Home & Kitchen,Stand Mixer,3,23.72,0,71.16,5.99,5.69,82.84,Credit Card,Delivered,Standard,Website,,7,2.0,
2189997,490092,2025-05-10,Home & Kitchen,Non-Stick Frying Pan,2,110.24,0,220.48,0.0,28.66,249.14,Credit Card,Returned,Standard,Marketplace,,7,,Not as Described
5156175,672388,2025-05-10,Books,Graphic Novel,5,23.73,10,106.79,0.0,13.88,120.67,,Delivered,Standard,Website,VIP15,7,3.0,
7959047,412449,2025-05-10,Home & Kitchen,Vacuum Cleaner,1,97.95,0,97.95,0.0,6.12,104.07,Credit Card,Delivered,Free Pickup,Website,,0,,
7619452,726938,2025-05-11,Beauty & Personal Care,Hair Dryer,1,44.45,0,44.45,5.99,2.67,53.11,Google Pay,Delivered,Standard,Website,,7,,
8395573,591756,2025-05-11,Office Supplies,Sticky Notes Pack,1,100.14,0,100.14,0.0,6.01,106.15,Credit Card,Delivered,Standard,Mobile App,,7,,
2622985,343810,2025-05-11,Clothing,Men's Denim Jacket,3,56.73,15,144.66,12.99,9.04,166.69,Debit Card,Delivered,Express,Website,SUMMER10,3,4.0,
2160568,476035,2025-05-11,Grocery,Protein Bar Box,3,42.51,25,95.65,0.0,5.98,101.63,Credit Card,Delivered,Standard,Mobile App,FREESHIP,7,4.0,
8117637,969091,2025-05-11,Electronics,Wireless Mouse,1,1200.0,30,840.0,0.0,50.4,890.4,PayPal,Delivered,Standard,Marketplace,WELCOME10,7,,
4816494,591756,2025-05-11,Home & Kitchen,Memory Foam Pillow,1,52.86,0,52.86,14.99,3.17,71.02,PayPal,Delivered,Express,Website,,3,5.0,
4198437,787311,2025-05-11,Home & Kitchen,Coffee Maker,1,87.46,0,87.46,12.99,13.99,114.44,Gift Card,Delivered,Express,Website,,3,,
6385808,343810,2025-05-11,Sports & Outdoors,Fishing Rod,1,99.86,0,99.86,0.0,12.98,112.84,PayPal,Delivered,Standard,Website,,7,4.0,
3459269,226126,2025-05-11,Office Supplies,Label Maker,1,26.34,0,26.34,27.99,1.58,55.91,PayPal,Returned,Next-Day,Mobile App,,1,,Better Price Found
2827678,768338,2025-05-12,Office Supplies,Ballpoint Pen Pack,6,55.74,0,334.44,12.99,66.89,414.32,Credit Card,Shipped,Express,Mobile App,,3,,
6074997,158414,2025-05-12,Sports & Outdoors,Adjustable Dumbbell Set,1,102.25,20,81.8,0.0,6.54,88.34,PayPal,Cancelled,Standard,Website,SAVE20,7,,
7549561,182540,2025-05-12,Beauty & Personal Care,Skincare Gift Set,1,63.36,0,63.36,14.99,5.07,83.42,Debit Card,Delivered,Express,Website,,3,5.0,
9689287,457597,2025-05-12,Clothing,Summer Dress,3,27.87,0,83.61,0.0,10.87,94.48,Credit Card,Delivered,Standard,Mobile App,,7,3.0,
4243341,525803,2025-05-12,Electronics,Bluetooth Speaker,1,738.37,0,738.37,0.0,147.67,886.04,Credit Card,Delivered,Standard,Website,,7,,
3292508,163173,2025-05-12,Clothing,Men's Denim Jacket,5,85.14,30,297.99,0.0,24.58,322.57,Debit Card,Returned,Standard,Mobile App,WELCOME10,7,,Changed Mind
5512022,563213,2025-05-12,Sports & Outdoors,Mountain Bike Helmet,1,37.25,25,27.94,5.99,1.75,35.68,Gift Card,Delivered,Standard,Mobile App,HOLIDAY25,7,,
9323140,250136,2025-05-12,Clothing,Baseball Cap,1,54.64,0,54.64,14.99,7.1,76.73,Credit Card,Delivered,Express,Mobile App,,3,3.0,
4585509,944244,2025-05-12,Sports & Outdoors,Camping Tent,2,110.45,0,220.9,12.99,0.0,233.89,PayPal,Delivered,Express,Website,,3,4.0,
8439968,527694,2025-05-12,Beauty & Personal Care,Electric Toothbrush,1,35.89,0,35.89,27.99,2.15,66.03,PayPal,Delivered,Next-Day,Website,,1,4.0,
1498674,610234,2025-05-13,Electronics,Wireless Mouse,2,588.55,0,1177.1,12.99,235.42,1425.51,Credit Card,Cancelled,Express,Mobile App,,3,,
7952195,588665,2025-05-13,Sports & Outdoors,Insulated Water Bottle,1,35.55,15,30.22,27.99,3.93,62.14,Debit Card,Shipped,Next-Day,Mobile App,HOLIDAY25,1,,
2365831,404286,2025-05-13,Clothing,Men's Denim Jacket,1,141.41,0,141.41,0.0,8.84,150.25,Credit Card,Delivered,Standard,Website,,7,5.0,
4518343,470612,2025-05-13,Electronics,Wireless Earbuds,2,537.9,0,1075.8,12.99,215.16,1303.95,Credit Card,Delivered,Express,Mobile App,,3,5.0,
9020241,929407,2025-05-13,Home & Kitchen,Non-Stick Frying Pan,4,95.44,0,381.76,24.99,31.5,438.25,Apple Pay,Delivered,Next-Day,Website,,1,4.0,
4206079,856071,2025-05-13,Clothing,Cotton T-Shirt,1,36.91,10,33.22,14.99,2.74,50.95,Debit Card,Returned,Express,Marketplace,SUMMER10,3,,Not as Described
9943875,670693,2025-05-13,Books,Historical Biography,1,16.22,0,16.22,5.99,1.3,23.51,Credit Card,Delivered,Standard,Website,,7,,
5781607,451758,2025-05-13,Clothing,Men's Denim Jacket,3,44.5,0,133.5,12.99,11.01,157.5,Credit Card,Delivered,Express,Website,,3,5.0,
4964391,513724,2025-05-13,Electronics,Wireless Earbuds,1,213.75,0,213.75,0.0,17.1,230.85,Debit Card,Delivered,Free Pickup,Mobile App,,0,5.0,
2726574,250897,2025-05-13,Home & Kitchen,Coffee Maker,1,17.56,25,13.17,14.99,0.82,28.98,Credit Card,Delivered,Express,Mobile App,WELCOME10,3,,
7927292,129133,2025-05-13,Books,Fantasy Trilogy Box Set,2,10.99,30,15.39,5.99,1.0,22.38,Debit Card,Delivered,Standard,Mobile App,FLASH30,7,,
8184103,508282,2025-05-14,Beauty & Personal Care,Electric Toothbrush,6,13.71,0,82.26,0.0,10.69,92.95,Credit Card,Delivered,Standard,Mobile App,,7,4.0,
5298856,831938,2025-05-14,Sports & Outdoors,Fishing Rod,1,160.12,0,160.12,0.0,12.81,172.93,Credit Card,Returned,Standard,Website,,7,,Arrived Late
7956599,865643,2025-05-14,Office Supplies,Printer Paper Ream,2,48.11,0,96.22,0.0,7.94,104.16,PayPal,Delivered,Standard,Mobile App,,7,5.0,
6542898,550369,2025-05-14,Clothing,Baseball Cap,5,49.92,0,249.6,0.0,49.92,299.52,PayPal,Delivered,Standard,Website,,7,5.0,
1234114,697324,2025-05-14,Clothing,Running Shoes,1,143.76,25,107.82,24.99,8.63,141.44,PayPal,Delivered,Next-Day,Website,FLASH30,1,3.0,
3327554,404777,2025-05-15,Sports & Outdoors,Fitness Tracker Watch,1,26.53,0,26.53,5.99,2.19,34.71,Debit Card,Delivered,Standard,Website,,7,,
5228356,163173,2025-05-15,Beauty & Personal Care,Vitamin C Serum,1,58.34,0,58.34,14.99,11.67,85.0,Gift Card,Processing,Express,Mobile App,,3,,
7543086,686412,2025-05-15,Clothing,Wool Sweater,2,58.0,20,92.8,0.0,18.56,111.36,Credit Card,Delivered,Standard,Mobile App,WELCOME10,7,5.0,
1236774,861511,2025-05-15,Home & Kitchen,Cutlery Set,2,135.86,15,230.96,0.0,19.05,250.01,Credit Card,Delivered,Standard,Website,WELCOME10,7,5.0,
8399476,512600,2025-05-15,Home & Kitchen,Ceramic Dinnerware Set,1,350.0,0,350.0,0.0,28.88,378.88,Debit Card,Delivered,Standard,Website,,7,4.0,
2562259,461780,2025-05-15,Electronics,Streaming Media Player,1,755.34,0,755.34,12.99,45.32,813.65,Credit Card,Processing,Express,Website,,3,,
4619987,954194,2025-05-15,Sports & Outdoors,Adjustable Dumbbell Set,1,213.21,0,213.21,0.0,21.32,234.53,Credit Card,Cancelled,Standard,Website,,7,,
5635590,805419,2025-05-15,Beauty & Personal Care,Facial Moisturizer,3,91.69,0,275.07,0.0,22.69,297.76,Apple Pay,Delivered,Free Pickup,Website,,0,,
9237398,412449,2025-05-15,Electronics,Bluetooth Speaker,2,631.28,0,1262.56,0.0,164.13,1426.69,Debit Card,Cancelled,Standard,Mobile App,,7,,
3115145,856360,2025-05-15,Clothing,Slim Fit Jeans,1,19.57,0,19.57,27.99,1.61,49.17,PayPal,Delivered,,Mobile App,,1,4.0,
4272727,815371,2025-05-15,Clothing,Winter Parka,1,22.41,0,22.41,5.99,1.4,29.8,Debit Card,Delivered,Standard,Mobile App,,7,2.0,
6964463,720159,2025-05-15,Toys & Games,Action Figure,1,16.61,0,16.61,14.99,3.32,34.92,Debit Card,Delivered,Express,Mobile App,,3,3.0,
5952813,400647,2025-05-16,Clothing,Baseball Cap,1,94.81,0,94.81,24.99,7.58,127.38,Debit Card,Delivered,Next-Day,Marketplace,,1,,
1969524,807606,2025-05-16,Electronics,Smartphone Case,1,383.49,0,383.49,0.0,23.97,407.46,Credit Card,Returned,Standard,Mobile App,,7,,Defective Item
5486387,265163,2025-05-16,Clothing,Winter Parka,1,31.1,0,31.1,5.99,2.49,39.58,Credit Card,Delivered,Standard,Website,,7,4.0,
6846403,992549,2025-05-16,Electronics,Wireless Mouse,3,644.26,0,1932.78,0.0,115.97,2048.75,,Delivered,Standard,Website,,7,4.0,
4410547,806986,2025-05-16,Home & Kitchen,Stand Mixer,1,108.52,0,108.52,0.0,14.11,122.63,Apple Pay,Cancelled,Standard,Marketplace,,7,,
5210174,791259,2025-05-16,Grocery,Extra Virgin Olive Oil,3,23.03,0,69.09,0.0,4.15,73.24,PayPal,Cancelled,Free Pickup,Website,,0,,
1199296,750176,2025-05-16,Beauty & Personal Care,Perfume,1,13.17,0,13.17,14.99,0.79,28.95,Credit Card,Delivered,Express,Mobile App,,3,4.0,
5248624,110880,2025-05-16,Office Supplies,Desk Organizer,2,56.09,10,100.96,24.99,6.31,132.26,PayPal,Delivered,Next-Day,Website,FREESHIP,1,4.0,
2446659,954194,2025-05-16,Home & Kitchen,Non-Stick Frying Pan,1,265.18,0,265.18,0.0,21.88,287.06,Credit Card,Delivered,Standard,Website,,7,5.0,
3481296,613863,2025-05-16,Sports & Outdoors,Fitness Tracker Watch,3,74.94,0,224.82,0.0,35.97,260.79,PayPal,Delivered,Free Pickup,Website,,0,,
9359941,557252,2025-05-17,Books,Cookbook: Weeknight Dinners,5,9.7,0,48.5,14.99,2.91,66.4,Debit Card,Cancelled,Express,Mobile App,,3,,
9293488,379104,2025-05-17,Beauty & Personal Care,Sunscreen SPF50,2,71.63,0,143.26,0.0,8.6,151.86,Credit Card,Delivered,Standard,Mobile App,,7,1.0,
7945318,549826,2025-05-17,Clothing,Running Shoes,3,24.47,0,73.41,5.99,5.87,85.27,Debit Card,Returned,Standard,Website,,7,,Defective Item
9113264,867333,2025-05-17,Electronics,Wireless Mouse,3,186.0,0,558.0,0.0,111.6,669.6,Credit Card,Delivered,Standard,Website,,7,5.0,
8060274,510515,2025-05-17,Office Supplies,Stapler,1,24.59,0,24.59,5.99,1.48,32.06,Credit Card,Delivered,Standard,Mobile App,,7,3.0,
6573297,989986,2025-05-17,Home & Kitchen,Air Fryer,1,100.5,0,100.5,0.0,8.04,108.54,Debit Card,Shipped,Standard,Website,,7,,
4740784,815371,2025-05-17,Grocery,Sparkling Water Case,4,34.33,0,137.32,0.0,17.85,155.17,Credit Card,Delivered,Standard,Marketplace,,7,5.0,
4745148,341690,2025-05-17,Electronics,Bluetooth Speaker,1,326.25,0,326.25,0.0,65.25,391.5,Gift Card,Delivered,Standard,Marketplace,,7,3.0,
9011690,847491,2025-05-17,Electronics,Mechanical Keyboard,1,581.52,25,436.14,24.99,35.98,497.11,Credit Card,Delivered,Next-Day,Mobile App,SUMMER10,1,4.0,
4888481,800045,2025-05-17,Toys & Games,Remote Control Car,2,23.62,0,47.24,0.0,0.0,47.24,Credit Card,Returned,Free Pickup,Marketplace,,0,,Not as Described
5047216,837858,2025-05-17,Clothing,Running Shoes,2,89.15,0,178.3,0.0,10.7,189.0,Apple Pay,Delivered,Standard,Website,,7,,
6151790,494006,2025-05-18,Beauty & Personal Care,Electric Toothbrush,4,25.84,0,103.36,24.99,13.44,141.79,Apple Pay,Delivered,Next-Day,Mobile App,,1,,
2861474,586006,2025-05-18,Pet Supplies,Dog Leash,1,54.12,5,51.41,5.99,3.08,60.48,Debit Card,Processing,Standard,Website,SUMMER10,7,,
9815285,549826,2025-05-18,Beauty & Personal Care,Makeup Palette,2,33.06,10,59.51,5.99,4.91,70.41,Apple Pay,Delivered,Standard,Website,FLASH30,7,4.0,
6266976,368724,2025-05-18,Books,Children's Picture Book,1,33.32,0,33.32,5.99,2.0,41.31,Credit Card,Returned,Standard,Mobile App,,7,,Arrived Late
8499072,684370,2025-05-18,Home & Kitchen,Non-Stick Frying Pan,1,188.88,0,188.88,0.0,37.78,226.66,PayPal,Delivered,Free Pickup,Mobile App,,0,,
3828886,899817,2025-05-18,Books,Mystery Novel,3,12.0,0,36.0,27.99,7.2,71.19,Credit Card,Delivered,Next-Day,Mobile App,,1,4.0,
1856096,353006,2025-05-18,Sports & Outdoors,Adjustable Dumbbell Set,1,59.66,0,59.66,5.99,3.73,69.38,Debit Card,Delivered,Standard,Website,,7,4.0,
8242187,831938,2025-05-18,Pet Supplies,Dog Bed,1,59.58,0,59.58,14.99,4.92,79.49,PayPal,Delivered,Express,Website,,3,5.0,
4879260,415774,2025-05-18,Clothing,Cotton T-Shirt,4,152.53,0,610.12,0.0,36.61,646.73,Debit Card,Delivered,Standard,Marketplace,,7,4.0,
3743726,588166,2025-05-18,Toys & Games,Board Game Classic,3,58.57,0,175.71,0.0,14.5,190.21,,Cancelled,Standard,Website,,7,,
9389807,823556,2025-05-19,Clothing,Rain Jacket,3,19.97,0,59.91,14.99,0.0,74.9,PayPal,Delivered,Express,Website,,3,4.0,
4270728,804118,2025-05-19,Books,Cookbook: Weeknight Dinners,1,32.24,0,32.24,5.99,2.02,40.25,Credit Card,Delivered,Standard,Mobile App,,7,,
7100211,929214,2025-05-19,Home & Kitchen,Cotton Bed Sheets,2,75.52,0,151.04,0.0,12.46,163.5,Credit Card,Delivered,Standard,Website,,7,5.0,
2730683,411928,2025-05-19,Clothing,Men's Denim Jacket,3,63.06,5,179.72,0.0,23.36,203.08,Gift Card,Returned,Standard,Mobile App,VIP15,7,,Better Price Found
6600052,515463,2025-05-19,Clothing,Cotton T-Shirt,2,125.5,15,213.35,0.0,17.07,230.42,Gift Card,Delivered,Standard,Mobile App,SUMMER10,7,5.0,
3644152,226126,2025-05-19,Books,Poetry Collection,3,6.54,0,19.62,14.99,1.23,35.84,Credit Card,Cancelled,Express,Website,,3,,
1945839,702122,2025-05-19,Clothing,Wool Sweater,1,96.81,5,91.97,0.0,5.75,97.72,Debit Card,Delivered,Standard,Website,HOLIDAY25,7,,
2210878,863406,2025-05-19,Office Supplies,Sticky Notes Pack,3,70.58,0,211.74,0.0,16.94,228.68,Credit Card,Delivered,Standard,Mobile App,,7,3.0,
3242683,762648,2025-05-19,Office Supplies,Desk Organizer,4,220.0,0,880.0,0.0,72.6,952.6,Debit Card,Cancelled,Free Pickup,Mobile App,,0,,
2178608,360723,2025-05-19,Home & Kitchen,Coffee Maker,3,114.1,0,342.3,24.99,20.54,387.83,PayPal,Returned,Next-Day,Mobile App,,1,,Arrived Late
3287041,358988,2025-05-20,Clothing,Summer Dress,2,45.21,15,76.86,0.0,4.8,81.66,Debit Card,Delivered,Standard,Website,VIP15,7,3.0,
9147889,346532,2025-05-20,Grocery,Pasta Variety Pack,6,12.88,0,77.28,0.0,6.38,83.66,Credit Card,Delivered,Standard,Website,,7,5.0,
5543556,678850,2025-05-20,Toys & Games,Plush Teddy Bear,2,16.45,25,24.67,27.99,1.54,54.2,Apple Pay,Delivered,Next-Day,Website,SUMMER10,1,4.0,
1497218,436093,2025-05-20,Sports & Outdoors,Fitness Tracker Watch,1,102.04,0,102.04,0.0,13.27,115.31,Credit Card,Delivered,Free Pickup,Website,,0,4.0,
1090793,686576,2025-05-20,Home & Kitchen,Coffee Maker,1,74.14,10,66.73,14.99,5.51,87.23,Debit Card,Delivered,Express,Mobile App,WELCOME10,3,4.0,
1991506,367081,2025-05-21,Clothing,Running Shoes,1,33.52,25,25.14,5.99,1.51,32.64,PayPal,Returned,Standard,Website,VIP15,7,,Arrived Late
4550752,151500,2025-05-21,Clothing,Rain Jacket,2,72.88,0,145.76,24.99,18.95,189.7,Credit Card,Delivered,Next-Day,Website,,1,1.0,
9219150,787199,2025-05-21,Clothing,Winter Parka,1,71.32,0,71.32,27.99,9.27,108.58,Credit Card,Delivered,Next-Day,Website,,1,,
4694782,119435,2025-05-21,Grocery,Extra Virgin Olive Oil,1,30.67,0,30.67,27.99,1.84,60.5,Credit Card,Delivered,Next-Day,Mobile App,,1,3.0,
9890258,821498,2025-05-21,Books,Science Fiction Epic,3,42.14,0,126.42,12.99,7.59,147.0,Credit Card,Delivered,Express,Mobile App,,3,5.0,
8508538,926740,2025-05-21,Clothing,Cotton T-Shirt,1,20.77,0,20.77,5.99,1.25,28.01,PayPal,Returned,Standard,Mobile App,,7,,Arrived Late
7302576,199508,2025-05-21,Beauty & Personal Care,Skincare Gift Set,1,40.4,0,40.4,5.99,2.42,48.81,Credit Card,Delivered,Standard,Mobile App,,7,,
4744289,248547,2025-05-22,Grocery,Organic Coffee Beans,1,32.46,0,32.46,5.99,1.95,40.4,Credit Card,Processing,Standard,Website,,7,,
1105969,939425,2025-05-22,Clothing,Rain Jacket,1,56.42,0,56.42,5.99,4.65,67.06,Debit Card,Delivered,Standard,Mobile App,,7,5.0,
8140111,848646,2025-05-22,Clothing,Summer Dress,1,30.41,0,30.41,14.99,1.82,47.22,Apple Pay,Delivered,Express,Mobile App,,3,,
1393352,698930,2025-05-22,Clothing,Baseball Cap,1,167.99,0,167.99,0.0,21.84,189.83,Debit Card,Delivered,Standard,Website,,7,5.0,
1110837,240201,2025-05-22,Toys & Games,Plush Teddy Bear,1,26.84,0,26.84,27.99,3.49,58.32,Debit Card,Delivered,Next-Day,Mobile App,,1,4.0,
8216609,198172,2025-05-22,Grocery,Sparkling Water Case,1,24.07,0,24.07,5.99,1.44,31.5,PayPal,Delivered,Standard,Website,,7,5.0,
